weed_dist,random_seed,map_id,noise_set,collapse,cover_90,cover_95,cover_98,cover,dist_list
gaussian,25,2,"[0, 0, 0]",0,1050.8953235149384,1113.485495209694,1168.9186376333237,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.08,0.08,0.1,0.1,0.14,0.14,0.14,0.16,0.18,0.18,0.2,0.2,0.22,0.22,0.22,0.24,0.26,0.26,0.26,0.26,0.28,0.32,0.32,0.32,0.32,0.34,0.34,0.34,0.34,0.36,0.36,0.36,0.36,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.42,0.42,0.42,0.42,0.42,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.46,0.48,0.48,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.54,0.56,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.62,0.62,0.62,0.62,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.66,0.66,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.74,0.74,0.74,0.76,0.76,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.84,0.84,0.84,0.84,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.94,0.94,0.94,0.94,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,1.0","3.4727592468261745,6.9613044261932355,10.440405130386349,13.935494899749756,17.37604451179504,20.83772540092468,24.332823038101186,27.800486803054802,31.29030919075012,34.77601265907287,38.2182343006134,41.711061000823975,45.20413041114807,48.681771993637085,52.16476845741271,55.65402817726134,59.08353781700133,62.5666971206665,66.05423069000243,69.5457580089569,73.0273778438568,76.52164196968076,79.96553158760067,83.45414280891416,86.94582343101497,90.40560674667354,93.85983324050899,97.35573005676265,100.83702874183652,104.33085370063779,107.7450516223907,111.22324252128595,114.686618566513,118.17868876457209,121.6676099300384,125.16555261611933,128.63960170745844,132.13133764266965,135.62033224105832,139.11213803291318,142.46583676338193,145.95539283752439,149.44738817214963,152.93164563179013,156.40777015686032,159.87740802764893,163.3142743110657,166.80179786682132,170.28365087509158,173.76969742774966,177.26711583137515,180.75473237037662,184.23324275016788,187.7101836204529,191.18398380279544,194.6790809631348,198.16820049285892,201.611762046814,204.93131494522098,208.3120005130768,211.78388857841495,215.2686293125153,218.7594773769379,222.23659157752994,225.70275855064398,229.15964388847357,232.5884730815888,236.08184647560125,239.57653641700747,243.04529166221621,246.50749087333682,249.97274708747867,253.45661664009097,256.8969776630402,260.37008428573614,263.8560636043549,267.3092985153199,270.7872843742371,274.1314291954041,277.5975198745728,281.0203680992127,284.49407577514654,287.98710155487066,291.4828915596009,294.9566655158997,298.4230256080628,301.8929076194764,305.3141431808472,308.7886753082276,312.2635035514832,315.75051331520086,319.24339222908026,322.72172760963446,326.18750238418585,329.421024799347,329.46423470973974,332.8824685811997,336.3645347356797,339.861633181572,343.3513635396958,346.8378466367722,350.31139791011816,353.7863160371781,357.28068077564245,360.7504988908768,364.23986613750463,367.72130048275,371.17948329448706,374.66736662387854,378.16272222995764,381.59119141101843,385.075105547905,388.54258000850683,392.00903332233435,395.4442998170853,398.902989268303,402.38172900676733,405.75625312328344,409.2489293813706,412.7339376211167,416.1204499006272,419.55380928516394,423.02163946628576,426.5152777433396,429.99510562419897,433.44100940227514,436.912595152855,440.4075366258622,443.82853686809545,447.3209141492844,450.75484168529516,454.25285422801977,457.74013984203344,461.2062906026841,464.67397773265844,468.1675156354905,471.549651503563,474.9879931211472,478.48182404041296,481.9658037424088,485.45288002491003,488.9237967729569,492.3918427228928,495.7689980268479,499.2610372304917,502.7460168600083,506.24372422695166,509.7364588975907,513.2206093072892,516.7142139673234,520.1929579973222,523.6165128946305,527.0916315317155,530.5717850923539,534.0669323205949,537.514546275139,541.0065525770189,544.5043944120408,547.9543682336808,551.4487878084184,554.942732691765,558.4266809225084,561.8998035192491,565.375452399254,568.8726533651353,572.3659809827806,575.8604639768602,579.3233233690263,582.797329068184,586.2827163934709,589.7456201314927,593.2389043569566,596.7337793111802,600.2263056039811,603.7224172353746,607.167334675789,610.6611901521684,614.1510294675828,617.6428829431535,621.1343091726304,624.5959197282792,628.0704673528672,631.5391424894334,635.0268610715867,638.5125478506089,641.9423698186876,645.4197906255723,648.9012542963029,652.0595153570176,655.5537379980088,659.014264702797,662.3971611261369,665.8595329523088,669.3545233011247,672.8046003580095,676.29720556736,679.7897373437883,683.2831941843034,686.7576752901078,690.2439955472947,693.6776121854783,697.159693837166,700.6540809869767,704.1360298395158,707.6350013017656,711.0402089357377,714.5395807027818,718.0185421705247,721.4743450880052,724.9659742116929,728.4278727769853,728.4470839500428,728.6292598247529,731.4134390354158,734.8739407062532,738.3427665233613,741.8046948909761,745.2900536060334,748.7846951484681,752.2384397983552,755.7223756313325,759.2173531055452,762.6725065708162,765.9133980274202,769.3602721691133,772.8301565647126,776.320473432541,779.7915461063386,783.2808856964112,786.7505049705507,790.2476150989534,793.7009146213533,797.1658875942231,800.6277933120729,804.0488576889039,807.5265889167787,811.0220832824708,814.482632637024,817.974774837494,821.4709644317628,824.9234271049501,828.4149127006532,831.8998382091523,835.3365299701692,838.7955443859101,842.2262566089631,845.5777719020845,847.5765789747239,851.0274752378465,854.5149053335191,858.0117777585984,861.4944680929185,864.911776661873,868.3997370004655,871.6947909593583,875.1906620264054,878.6861068010331,882.1616615056993,885.6289223432542,889.1034561395646,892.5895911455156,896.0867787599565,899.567253470421,902.818647503853,906.2959388494493,909.7502690553666,913.2446035146714,916.7036274671556,920.139302134514,923.3880192041398,926.8358637094499,930.1714240312577,933.6411386728288,937.131979584694,940.4784682989122,943.9668036699296,947.2256733179094,950.6191626787187,954.059519648552,957.5506433248521,961.0000408887864,964.4877909421922,967.9151242971421,971.4019409418107,974.7059758901597,978.1941305398942,978.2029713392259,978.3495666980745,981.5921661853791,984.9732012748719,988.4531912803651,991.9494073390962,995.4460797309877,998.9399580955507,1002.3913230895997,1005.8793172836305,1009.1949877738954,1012.6484761238099,1016.142426967621,1019.6096315383912,1023.066900253296,1026.510172843933,1029.9969820976257,1033.4915750026703,1036.9518625736237,1040.444594860077,1043.923321723938,1047.4011535644531,1050.8953235149384,1054.377639055252,1054.4572998285294,1057.891617178917,1061.327842116356,1064.8186062574387,1068.3146580457687,1071.7584956884384,1075.2559531927109,1078.7531183958054,1082.2395042181015,1085.7046097517014,1089.1834930181503,1092.6544584035873,1096.0969046354294,1099.5836976766586,1103.0613428354263,1106.5008240938187,1109.9958010911942,1113.485495209694,1116.983539223671,1120.414962887764,1123.9047504663467,1127.3638211488724,1130.814612030983,1134.2878657579422,1137.7681509256363,1141.2486654520035,1144.6937874555588,1148.18885076046,1151.6825040578842,1155.1439102888107,1158.47449529171,1161.9597467184067,1165.4319351911545,1168.9186376333237"
uniform,25,2,"[0, 0, 0]",0,1201.3612968325615,1423.1320114731789,1457.3585023283958,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.02,0.02,0.02,0.06,0.06,0.06,0.06,0.06,0.06,0.08,0.08,0.08,0.08,0.1,0.1,0.1,0.1,0.1,0.1,0.12,0.12,0.12,0.12,0.14,0.14,0.14,0.14,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.18,0.2,0.2,0.2,0.2,0.2,0.2,0.22,0.22,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.26,0.26,0.26,0.28,0.28,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.32,0.32,0.32,0.34,0.34,0.34,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.44,0.44,0.44,0.44,0.46,0.46,0.48,0.48,0.48,0.48,0.5,0.5,0.5,0.5,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.56,0.56,0.56,0.56,0.56,0.56,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.6,0.6,0.6,0.6,0.6,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.66,0.66,0.68,0.68,0.68,0.68,0.68,0.7,0.7,0.72,0.72,0.72,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.76,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.88,0.88,0.88,0.88,0.88,0.9,0.9,0.9,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,1.0","3.491013050079341,6.985049724578851,10.433278083801268,13.930608034133911,17.41748356819153,20.89123916625977,24.36620020866394,27.849858522415158,31.33453321456909,34.82279825210571,38.3084225654602,41.79278564453125,45.28049635887146,48.771018266677856,52.22812557220459,55.72460126876831,59.19005227088929,62.67650294303895,66.16584897041322,69.64927124977113,73.12006759643558,76.60173606872561,80.0956726074219,83.59252452850345,87.05737304687503,90.54505515098575,94.04016971588138,97.50674700737002,100.99254417419436,104.41590046882632,107.90229916572572,111.39974427223207,114.86117792129518,118.35173463821413,121.84208273887636,125.32919764518739,128.8249180316925,132.31595158576965,135.80295777320862,139.1518166065216,142.58485579490662,146.05961108207703,149.55589389801025,152.07080960273743,155.51174235343933,158.99125742912292,162.4712324142456,165.959819316864,169.22426748275757,172.6208548545837,175.9883623123169,179.4196081161499,182.91743063926697,186.38978004455566,189.8889555931091,193.38791799545285,196.78618860244748,200.1992206573486,203.68629455566403,207.174836397171,210.66673350334165,214.15433001518247,217.6319041252136,221.11912822723386,224.61704087257382,228.09127330780026,231.5447950363159,233.4306318759918,236.8930113315582,240.38443732261655,243.86267304420468,247.355265378952,250.85272383689878,254.33971500396726,257.8217251300812,261.31901001930237,264.7852077484131,268.27358531951904,271.7670998573303,275.2582244873047,278.7535653114319,282.22579765319824,285.70807671546936,289.1988718509674,292.658243894577,296.1223828792572,299.59721326828003,303.09213376045227,306.58709740638733,310.0800678730011,313.5755362510681,317.0731363296509,320.55911445617676,324.0557019710541,327.5511705875397,331.0317614078522,334.5108435153961,338.00456643104553,341.48717856407166,344.98368191719055,348.4788854122162,351.96308517456055,355.41546630859375,358.91437673568726,362.40670251846313,365.89364218711853,369.38565707206726,372.88092732429504,376.37564063072205,379.8744673728943,383.36844778060913,386.79360127449036,390.28791904449463,393.72909021377563,397.2099642753601,400.7048168182373,404.1973555088043,407.69279408454895,411.0573003292084,414.5422351360321,417.9705913066864,421.4601628780365,424.9540288448334,428.4408142566681,431.9302279949188,435.39314246177673,438.87806391716003,442.36688470840454,445.85398292541504,449.3452398777008,452.83494424819946,456.31747245788574,459.7245469093323,463.157372713089,466.6249678134918,470.0877721309662,473.54391264915466,477.0279231071472,480.5164301395416,484.01039838790894,487.435564994812,490.932329416275,494.3708539009094,497.8266348838806,501.30295610427856,504.7992844581604,508.27350330352783,511.7594060897827,515.2405500411987,518.7068293094635,522.2000930309296,525.695244550705,529.1894347667694,532.6549229621887,536.1464242935181,539.6274514198303,543.1173524856567,543.1253278255463,545.3126168251038,548.7836837768555,552.2766268253326,555.7623047828674,559.2468814849854,562.7298138141632,566.2117354869843,569.696081161499,573.1899635791779,576.645334482193,580.1282114982605,583.5659790039062,587.0491857528687,590.4487943649292,593.9267222881317,597.4199917316437,600.8613722324371,604.350150346756,607.8366920948029,611.1233196258545,614.6223740577698,618.0486221313477,621.5296518802643,625.0194320678711,628.5160603523254,631.9929668903351,635.4649307727814,638.9623816013336,642.4474399089813,645.898668050766,649.3731405735016,652.853013753891,656.2870624065399,659.7786214351654,663.2666404247284,666.7330758571625,670.2216427326202,673.7053067684174,677.1167044639587,680.6029119491577,684.0886745452881,687.5687227249146,691.0556211471558,694.5406270027161,698.0330557823181,701.528133392334,704.8601112365723,708.3378958702087,711.8275842666626,715.3175177574158,718.8023595809937,722.298933506012,725.7857909202576,729.2787890434265,732.7638306617737,734.7149050235748,738.2081291675568,741.6965529918671,745.1480247974396,748.5591638088226,752.0400357246399,755.5310249328613,758.8607444763184,762.3595447540283,765.8382658958435,769.248348236084,772.7416229248047,776.188732624054,779.670503616333,783.1214325428009,786.6110510826111,790.1009836196899,793.5706596374512,797.0591950416565,800.5181186199188,804.0110185146332,807.4824573993683,810.9684112071991,814.45583319664,817.9513018131256,821.4363186359406,824.9292826652527,828.4112102985382,831.9052770137787,835.3657813072205,835.4140378236771,835.4286775588989,838.8814282417297,842.3455469608307,845.8383119106293,849.3077616691589,852.7789671421051,852.7861287593842,852.7996470928192,852.8126674890518,855.3276156187057,858.7821274995804,862.2476860284805,865.7221390008926,869.2082535028458,872.7031930685043,876.1960607767105,879.6764885187149,883.16914498806,886.2472590208054,889.6910675764084,893.1595107316971,896.5288459062576,900.0125037431717,903.4808512926102,906.1692901849747,909.6323403120041,913.0710958242416,915.8907059431076,919.1732054948807,922.6576677560806,926.0883313417435,929.577361702919,933.0479847192764,936.5331140756607,939.9940897226334,943.336650967598,946.7567845582962,950.2105199098587,953.6946045160294,957.1854048967361,960.6390665769577,964.1180583238602,967.6048413515091,971.0968977212906,974.4957200288773,977.9817167520523,981.4553915262222,984.8799477815628,988.3182929754257,991.8081983327866,995.3027848005295,998.790763258934,1002.2657564878464,1005.7366298437119,1009.2054117918015,1012.7013465166092,1016.1925002336502,1019.651927113533,1023.1475893259048,1026.524331688881,1030.0074628591537,1033.4818550348282,1036.9635459184647,1040.4615079164505,1043.923949122429,1047.4152244329453,1050.9141515493393,1054.375932097435,1057.5142143964767,1057.572105884552,1057.6052296161652,1057.7389261722565,1058.7257034182549,1062.202362716198,1065.6961755156517,1069.1560911536217,1072.6443533301353,1076.0990871787071,1079.5957919955254,1083.0325891375542,1086.52211612463,1089.9951531291008,1093.4942356944084,1096.9874538779259,1100.3488129973412,1103.8296055197716,1107.3214792609215,1110.8189124464989,1114.2973706126213,1117.7569581866264,1121.2462381720543,1124.7387880682945,1128.2033237814903,1131.6978093981743,1135.1782166361809,1138.6659070849419,1142.162802875042,1145.661476790905,1149.136622607708,1152.6339904665947,1156.086153447628,1159.57888764143,1163.0760142207146,1166.5621225237846,1170.0548922419548,1173.5530192255974,1177.0326699614525,1180.5213531851768,1184.0152828097343,1187.4889275431633,1190.9738566279411,1194.4688102602959,1197.8674756884575,1201.3612968325615,1204.8520647883415,1204.957270205021,1208.4133201241493,1211.8832529187202,1215.3676624894142,1218.8623540997505,1222.3111155629158,1225.7919095158577,1229.2671373486519,1232.6863840222359,1236.1767824292183,1239.6617544293404,1243.13941603899,1246.5371611714363,1250.0228412747383,1253.5184920430183,1257.0056522488594,1260.4179988503456,1263.9009447693825,1267.1922860741615,1270.6710239052773,1274.132337629795,1277.615271627903,1281.0937471985817,1284.566542685032,1288.0318885445595,1291.5097833275795,1294.9992552399635,1298.4844012856483,1301.9502015709877,1305.093524992466,1308.5516269803047,1312.0090263485909,1315.5024493336678,1318.848733484745,1322.330122768879,1325.7457898259163,1329.2123602032661,1332.6975463032722,1336.1736634373665,1339.519616663456,1343.0071561932564,1346.4822004437447,1349.9643786549568,1353.4442484974861,1356.9333470463753,1360.3336983323097,1363.8262661099434,1367.3038237690926,1370.759076654911,1374.2565618157387,1377.726876795292,1381.2180142998695,1384.6895495057106,1388.187235891819,1391.683787882328,1395.1817358136177,1398.6700156331062,1402.1649711728096,1405.6613965630531,1409.1599400639534,1412.6567407250404,1416.1523457169533,1419.6454535126686,1423.1320114731789,1426.62387996912,1426.6508978009224,1426.6622160077095,1426.8281212449074,1430.2909768223763,1433.7344647049904,1437.2223594784737,1440.6062896847725,1442.6480310559273,1445.6852248311043,1447.0322850346565,1448.7975192666054,1449.967667877674,1453.317536175251,1453.9965183138847,1457.3585023283958"
